Recipe,Dairy_Free,Egg_Free,Gluten_Free,Keto,Low_Carb,Low_Fat,Low_Salt,Low_Sugar,No Seafood,Paleo,Soy_Free,Vegan,Vegetarian,Net Carbs (g),Notes
Sauerkraut Salad,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,27,Sauerkraut Salad (Lightened); Estimated net carbs from inferred nutrition
Overnight Scalloped Chicken Casserole,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,7.2,Overnight Scalloped Chicken Casserole (Lightened); Estimated net carbs from inferred nutrition
Green Salad with Orange Dressing,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,6.4,Green Salad With Orange Dressing (Lightened); Estimated net carbs from inferred nutrition
Creamy Corn Soup,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,4.3,Creamy Corn Soup (Lightened); Estimated net carbs from inferred nutrition
Layered Taco Dip,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,5.4,Layered Taco Dip (Lightened); Estimated net carbs from inferred nutrition
Thai Cucumber Salad,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,8.5,Thai Cucumber Salad (Lightened); Estimated net carbs from inferred nutrition
Posh Squash,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,6.7,Posh Squash (Lightened); Estimated net carbs from inferred nutrition
Macaroni Salad,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,51.7,Macaroni Salad (Lightened); Estimated net carbs from inferred nutrition
Simple Turkey Casserole,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,12,Simple Turkey Casserole (Lightened); Estimated net carbs from inferred nutrition
Fiesta Salad,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,27.9,Fiesta Salad (Lightened); Estimated net carbs from inferred nutrition
Fiesta Potato Salad,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,43.6,Fiesta Potato Salad (Lightened); Estimated net carbs from inferred nutrition
Ann's Sweet Heart Salad,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,21.7,Ann'S Sweet Heart Salad (Lightened); Estimated net carbs from inferred nutrition
Irish Mistery Chicken,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,8.7,Irish Mistery Chicken (Lightened); Estimated net carbs from inferred nutrition
Black Bean Soup,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,8.5,Black Bean Soup (Lightened); Estimated net carbs from inferred nutrition
Pumpkin Soup,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,9.3,Pumpkin Soup (Lightened); Estimated net carbs from inferred nutrition
Overnight Salad,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,11,Overnight Salad (Lightened); Estimated net carbs from inferred nutrition
Boston Brown Bread,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,12.3,Boston Brown Bread (Lightened); Estimated net carbs from inferred nutrition
Spaetzle (German Dumpling),No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,22.1,Spaetzle(German Dumpling) (Lightened); Estimated net carbs from inferred nutrition
Lacking Salad,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,32,Lacking Salad (Lightened); Estimated net carbs from inferred nutrition
Cracklin' Cornbread,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,14.1,Cracklin' Cornbread (Lightened); Estimated net carbs from inferred nutrition
Ham and Potato Casserole,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,21.6,Ham And Potato Casserole (Lightened); Estimated net carbs from inferred nutrition
Hashbrown Casserole,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,22,Hashbrown Casserole (Lightened); Estimated net carbs from inferred nutrition
Lemon Chicken,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,9.7,Lemon Chicken (Lightened); Estimated net carbs from inferred nutrition
Deviled Eggs,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,0.7,Deviled Eggs (Lightened); Estimated net carbs from inferred nutrition
Potato Salad,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,32.7,Potato Salad (Lightened); Estimated net carbs from inferred nutrition
Polish Stuffed Cabbage,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,24.4,Polish Stuffed Cabbage (Lightened); Estimated net carbs from inferred nutrition
